source;target;number;playerName;age;position;value;transferFee;season;loanEnd;loanStart;loanFee;sourceOriginal;targetOriginal;transferFeeOriginal
FC Twente Enschede;Hamburger SV;8594;Nico-Jan Hoogma;29;def;NA;1000000;1998;0;0;NA;FC Twente Enschede;Hamburger SV;1,00 Mio. €
OFK Belgrad;Hamburger SV;8595;Vanja Grubac;27;fwd;NA;600000;1998;0;0;NA;OFK Belgrad;Hamburger SV;600 Tsd. €
KFC Uerdingen 05;Hamburger SV;8596;Dimitrios Grammozis;19;mid;NA;350000;1998;0;0;NA;KFC Uerdingen 05;Hamburger SV;350 Tsd. €
KFC Uerdingen 05;Hamburger SV;8597;Alexander Bade;27;gkp;NA;300000;1998;0;0;NA;KFC Uerdingen 05;Hamburger SV;300 Tsd. €
Blackburn Rovers;Hamburger SV;8598;Martin Dahlin;30;fwd;NA;200000;1998;0;1;200000;Blackburn Rovers;Hamburger SV;Leihgebühr:200 Tsd. €
AS Bari;Hamburger SV;8599;Thomas Doll;32;mid;NA;0;1998;0;0;NA;AS Bari;Hamburger SV;ablösefrei
Hannover 96;Hamburger SV;8600;Fabian Ernst;19;mid;NA;0;1998;0;0;NA;Hannover 96;Hamburger SV;ablösefrei
FC Hansa Rostock;Hamburger SV;8601;Martin Groth;28;mid;NA;0;1998;0;0;NA;FC Hansa Rostock;Hamburger SV;ablösefrei
KFC Uerdingen 05;Hamburger SV;8602;Oliver Straube;26;mid;NA;0;1998;0;0;NA;KFC Uerdingen 05;Hamburger SV;ablösefrei
Karlsruher SC;Hamburger SV;8603;Sergey Kiryakov;28;fwd;NA;0;1998;0;0;NA;Karlsruher SC;Hamburger SV;ablösefrei
Zenit St. Petersburg;Hamburger SV;8604;Alexandru Curtianu;24;mid;NA;0;1998;0;1;NA;Zenit St. Petersburg;Hamburger SV;Leihe
Hamburger SV;Hamburger SV;8605;Josip Simunic;20;def;NA;0;1998;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;Hamburger SV;8606;Mahmut Yilmaz;18;fwd;NA;0;1998;0;0;NA;Hamburger SV U19;Hamburger SV;-
Club Atlético Boca Juniors;Hamburger SV;8607;Rodolfo Cardoso;29;mid;NA;0;1998;1;0;NA;Club Atlético Boca Juniors;Hamburger SV;Leih-Ende30.06.1998
FC Gütersloh;Hamburger SV;8608;Soner Uysal;20;fwd;NA;0;1998;1;0;NA;FC Gütersloh;Hamburger SV;Leih-Ende30.06.1998
Hamburger SV;SV Werder Bremen;8609;Pawel Wojtala;25;def;NA;500000;1998;0;0;NA;Hamburger SV;SV Werder Bremen;500 Tsd. €
Hamburger SV;SV Werder Bremen;8610;Dirk Weetendorf;26;fwd;NA;400000;1998;0;0;NA;Hamburger SV;SV Werder Bremen;400 Tsd. €
Hamburger SV;Karlsruher SC;8611;Andreas Zeyer;30;mid;NA;350000;1998;0;0;NA;Hamburger SV;Karlsruher SC;350 Tsd. €
Hamburger SV;Karlsruher SC;8612;Michael Molata;25;def;NA;325000;1998;0;0;NA;Hamburger SV;Karlsruher SC;325 Tsd. €
Hamburger SV;SC Freiburg;8613;Richard Golz;30;gkp;NA;245000;1998;0;0;NA;Hamburger SV;SC Freiburg;245 Tsd. €
Hamburger SV;Club Estudiantes de La Plata;8614;Rodolfo Cardoso;29;mid;NA;175000;1998;0;1;175000;Hamburger SV;Club Estudiantes de La Plata;Leihgebühr:175 Tsd. €
Hamburger SV;FC Schalke 04;8615;Sven Kmetsch;27;mid;NA;0;1998;0;0;NA;Hamburger SV;FC Schalke 04;ablösefrei
Hamburger SV;Derby County;8616;Stefan Schnoor;27;def;NA;0;1998;0;0;NA;Hamburger SV;Derby County;ablösefrei
Hamburger SV;FC Bayern München;8617;Hasan Salihamidzic;21;mid;NA;0;1998;0;0;NA;Hamburger SV;FC Bayern München;ablösefrei
Hamburger SV;Spartak Varna;8618;Martin Zafirov;24;def;NA;NA;1998;0;0;NA;Hamburger SV;Spartak Varna;?
Hamburger SV;Karriereende;8619;Jakob Friis-Hansen;31;def;NA;0;1998;0;0;NA;Hamburger SV;Karriereende;-
Hamburger SV;Karriereende;8620;Uwe Jähnig;28;fwd;NA;0;1998;0;0;NA;Hamburger SV;Karriereende;-
Trabzonspor;FC Schalke 04;8621;Hami Mandirali;29;fwd;NA;3500000;1998;0;0;NA;Trabzonspor;FC Schalke 04;3,50 Mio. €
Lierse SK;FC Schalke 04;8622;Nico Van Kerckhoven;27;def;NA;1750000;1998;0;0;NA;Lierse SK;FC Schalke 04;1,75 Mio. €
SV Werder Bremen;FC Schalke 04;8623;Oliver Reck;33;gkp;NA;700000;1998;0;0;NA;SV Werder Bremen;FC Schalke 04;700 Tsd. €
Tottenham Hotspur;FC Schalke 04;8624;Frode Grodas;33;gkp;NA;150000;1998;0;0;NA;Tottenham Hotspur;FC Schalke 04;150 Tsd. €
Hamburger SV;FC Schalke 04;8625;Sven Kmetsch;27;mid;NA;0;1998;0;0;NA;Hamburger SV;FC Schalke 04;ablösefrei
FC Schalke 04;FC Schalke 04;8626;Ünal Alpugan;25;mid;NA;0;1998;0;0;NA;FC Schalke 04 II;FC Schalke 04;-
FC Schalke 04;FC Schalke 04;8627;Sascha Wolf;26;fwd;NA;0;1998;0;0;NA;FC Schalke 04 II;FC Schalke 04;-
FC Schalke 04;Milan AC;8628;Jens Lehmann;28;gkp;NA;4300000;1998;0;0;NA;FC Schalke 04;Milan AC;4,30 Mio. €
FC Schalke 04;FC Tirol Innsbruck;8629;Markus Anfang;24;mid;NA;100000;1998;0;0;NA;FC Schalke 04;FC Tirol Innsbruck;100 Tsd. €
FC Schalke 04;Dinamo Moskau;8630;Denis Klyuev;25;mid;NA;0;1998;0;0;NA;FC Schalke 04;Dinamo Moskau;ablösefrei
FC Schalke 04;FC Bayern München;8631;Thomas Linke;28;def;NA;0;1998;0;0;NA;FC Schalke 04;FC Bayern München;ablösefrei
FC Schalke 04;TSV 1860 München;8632;Marco Kurz;29;def;NA;0;1998;0;0;NA;FC Schalke 04;TSV 1860 München;ablösefrei
FC Schalke 04;VfB Lübeck;8633;Mike Möllensiep;22;fwd;NA;0;1998;0;0;NA;FC Schalke 04;VfB Lübeck;ablösefrei
FC Schalke 04;Racing Santander;8634;Frode Grodas;34;gkp;NA;0;1998;0;1;NA;FC Schalke 04;Racing Santander;Leihe
El Ahly Kairo;FC Hansa Rostock;8635;Mohamed Emara;24;def;NA;500000;1998;0;0;NA;El Ahly Kairo;FC Hansa Rostock;500 Tsd. €
OGC Nizza;FC Hansa Rostock;8636;Zoran Milinkovic;29;mid;NA;400000;1998;0;0;NA;OGC Nizza;FC Hansa Rostock;400 Tsd. €
Helsingborgs IF;FC Hansa Rostock;8637;Peter Wibran;29;mid;NA;300000;1998;0;0;NA;Helsingborgs IF;FC Hansa Rostock;300 Tsd. €
Sporting Toulon Var;FC Hansa Rostock;8638;Victor Agali;19;fwd;NA;255000;1998;0;0;NA;Sporting Toulon Var;FC Hansa Rostock;255 Tsd. €
FK Cukaricki;FC Hansa Rostock;8639;Aleksandar Jovic;26;fwd;NA;175000;1998;0;0;NA;FK Cukaricki;FC Hansa Rostock;175 Tsd. €
Hapoel Haifa;FC Hansa Rostock;8640;Miroslav Bicanic;28;mid;NA;75000;1998;0;0;NA;Hapoel Haifa;FC Hansa Rostock;75 Tsd. €
VfB Leipzig;FC Hansa Rostock;8641;Henri Fuchs;28;fwd;NA;0;1998;0;0;NA;VfB Leipzig;FC Hansa Rostock;ablösefrei
FC Carl Zeiss Jena;FC Hansa Rostock;8642;Olaf Holetschek;29;def;NA;0;1998;0;0;NA;FC Carl Zeiss Jena;FC Hansa Rostock;ablösefrei
Nîmes Olympique;FC Hansa Rostock;8643;Abder Ramdane;24;fwd;NA;0;1998;0;0;NA;Nîmes Olympique;FC Hansa Rostock;ablösefrei
FC Hansa Rostock;FC Hansa Rostock;8644;Björn Laars;23;def;NA;0;1998;0;0;NA;FC Hansa Rostock II;FC Hansa Rostock;-
Arminia Bielefeld;FC Hansa Rostock;8645;Matthias Breitkreutz;27;mid;NA;0;1998;1;0;NA;Arminia Bielefeld;FC Hansa Rostock;Leih-Ende30.06.1998
Vanguard Huandao;FC Hansa Rostock;8646;Jens Kunath;31;gkp;NA;0;1998;1;0;NA;Vanguard Huandao;FC Hansa Rostock;Leih-Ende01.06.1998
FC Hansa Rostock;Borussia Dortmund;8647;Sergej Barbarez;26;fwd;NA;1100000;1998;0;0;NA;FC Hansa Rostock;Borussia Dortmund;1,10 Mio. €
FC Hansa Rostock;Grazer AK;8648;Igor Pamic;29;fwd;NA;750000;1998;0;0;NA;FC Hansa Rostock;Grazer AK;750 Tsd. €
FC Hansa Rostock;VfL Wolfsburg;8649;Steffen Baumgart;26;fwd;NA;500000;1998;0;0;NA;FC Hansa Rostock;VfL Wolfsburg;500 Tsd. €
FC Hansa Rostock;SV Babelsberg 03;8650;Heiko März;33;def;NA;0;1998;0;0;NA;FC Hansa Rostock;SV Babelsberg 03;ablösefrei
FC Hansa Rostock;Hapoel Haifa;8651;Aleksandar Jovic;26;fwd;NA;0;1998;0;1;NA;FC Hansa Rostock;Hapoel Haifa;Leihe
FC Hansa Rostock;Tennis Borussia Berlin;8652;Toni Micevski;28;mid;NA;0;1998;0;0;NA;FC Hansa Rostock;Tennis Borussia Berlin;ablösefrei
FC Hansa Rostock;Hamburger SV;8653;Martin Groth;28;mid;NA;0;1998;0;0;NA;FC Hansa Rostock;Hamburger SV;ablösefrei
FC Hansa Rostock;FC Erzgebirge Aue;8654;Borislav Tomoski;25;mid;NA;0;1998;0;0;NA;FC Hansa Rostock;FC Erzgebirge Aue;ablösefrei
FC Hansa Rostock;NAC Breda;8655;Peter Bosz;34;def;NA;0;1998;0;0;NA;FC Hansa Rostock;NAC Breda;ablösefrei
FC Hansa Rostock;VSV Hedendorf/Neukloster;8656;Stefan Studer;34;mid;NA;0;1998;0;0;NA;FC Hansa Rostock;VSV Hedendorf/Neukloster;ablösefrei
FC Hansa Rostock;Eisenhüttenstädter FC Stahl;8657;Jens Kunath;31;gkp;NA;NA;1998;0;0;NA;FC Hansa Rostock;Eisenhüttenstädter FC Stahl;?
Borussia Mönchengladbach;FC Bayern München;8658;Stefan Effenberg;29;mid;NA;4250000;1998;0;0;NA;Borussia Mönchengladbach;FC Bayern München;4,25 Mio. €
Arminia Bielefeld;FC Bayern München;8659;Ali Daei;29;fwd;NA;2550000;1998;0;0;NA;Arminia Bielefeld;FC Bayern München;2,55 Mio. €
TSV 1860 München;FC Bayern München;8660;Jens Jeremies;24;mid;NA;800000;1998;0;0;NA;TSV 1860 München;FC Bayern München;800 Tsd. €
FC Schalke 04;FC Bayern München;8661;Thomas Linke;28;def;NA;0;1998;0;0;NA;FC Schalke 04;FC Bayern München;ablösefrei
Hamburger SV;FC Bayern München;8662;Hasan Salihamidzic;21;mid;NA;0;1998;0;0;NA;Hamburger SV;FC Bayern München;ablösefrei
FC Bayern München;FC Bayern München;8663;Nils-Eric Johansson;18;def;NA;0;1998;0;0;NA;FC Bayern München II;FC Bayern München;-
FC Bayern München;FC Bayern München;8664;Frank Wiblishauser;20;def;NA;0;1998;0;0;NA;FC Bayern München II;FC Bayern München;-
FC Bayern München;FC Bayern München;8665;Berkant Göktan;17;fwd;NA;0;1998;0;0;NA;FC Bayern München U19;FC Bayern München;-
1.FC Köln;FC Bayern München;8666;Markus Münch;25;def;NA;0;1998;1;0;NA;1.FC Köln;FC Bayern München;Leih-Ende30.06.1998
FC Bayern München;Newcastle United;8667;Dietmar Hamann;24;mid;NA;7500000;1998;0;0;NA;FC Bayern München;Newcastle United;7,50 Mio. €
FC Bayern München;FC Genua 1893;8668;Markus Münch;25;def;NA;870000;1998;0;0;NA;FC Bayern München;FC Genua 1893;870 Tsd. €
FC Bayern München;MSV Duisburg;8669;Alexander Bugera;20;def;NA;125000;1998;0;1;125000;FC Bayern München;MSV Duisburg;Leihgebühr:125 Tsd. €
FC Bayern München;Eintracht Frankfurt;8670;Frank Gerster;22;mid;NA;80000;1998;0;0;NA;FC Bayern München;Eintracht Frankfurt;80 Tsd. €
FC Bayern München;Borussia Mönchengladbach;8671;Berkant Göktan;18;fwd;NA;0;1998;0;1;NA;FC Bayern München;Borussia Mönchengladbach;Leihe
FC Bayern München;Borussia Dortmund;8672;Christian Nerlinger;25;mid;NA;0;1998;0;0;NA;FC Bayern München;Borussia Dortmund;ablösefrei
FC Bayern München;Piacenza FC;8673;Ruggiero Rizzitelli;30;fwd;NA;0;1998;0;0;NA;FC Bayern München;Piacenza FC;ablösefrei
FC Bayern München;SV Lohhof;8674;Stefan Leitl;20;mid;NA;0;1998;0;0;NA;FC Bayern München;SV Lohhof;ablösefrei
FC Barnsley;Eintracht Frankfurt;8675;Jan Aage Fjörtoft;31;fwd;NA;750000;1998;0;0;NA;FC Barnsley;Eintracht Frankfurt;750 Tsd. €
Stuttgarter Kickers;Eintracht Frankfurt;8676;Mourad Bounoua;26;mid;NA;150000;1998;0;0;NA;Stuttgarter Kickers;Eintracht Frankfurt;150 Tsd. €
FC Bayern München;Eintracht Frankfurt;8677;Frank Gerster;22;mid;NA;80000;1998;0;0;NA;FC Bayern München;Eintracht Frankfurt;80 Tsd. €
Beitar Jerusalem;Eintracht Frankfurt;8678;István Pisont;28;mid;NA;0;1998;0;0;NA;Beitar Jerusalem;Eintracht Frankfurt;ablösefrei
Feyenoord Rotterdam;Eintracht Frankfurt;8679;Zsolt Petry;31;gkp;NA;0;1998;0;1;NA;Feyenoord Rotterdam;Eintracht Frankfurt;Leihe
1.FC Nürnberg;Eintracht Frankfurt;8680;Uwe Schneider;26;def;NA;0;1998;0;0;NA;1.FC Nürnberg;Eintracht Frankfurt;ablösefrei
FC Augsburg;Eintracht Frankfurt;8681;Donald Agu;22;def;NA;0;1998;0;0;NA;FC Augsburg;Eintracht Frankfurt;ablösefrei
FC Carl Zeiss Jena;Eintracht Frankfurt;8682;Bernd Schneider;24;mid;NA;0;1998;0;0;NA;FC Carl Zeiss Jena;Eintracht Frankfurt;ablösefrei
FC Augsburg;Eintracht Frankfurt;8683;Alexander Rosen;19;mid;NA;NA;1998;0;0;NA;FC Augsburg U19;Eintracht Frankfurt;?
Beijing Guoan;Eintracht Frankfurt;8684;Chen Yang;24;fwd;NA;0;1998;0;1;NA;Beijing Guoan;Eintracht Frankfurt;Leihe
SV Waldhof Mannheim;Eintracht Frankfurt;8685;Stefan Zinnow;18;mid;NA;NA;1998;0;0;NA;SV Waldhof Mannheim U19;Eintracht Frankfurt;?
Blackburn Rovers;Eintracht Frankfurt;8686;Tore Pedersen;28;def;NA;NA;1998;0;0;NA;Blackburn Rovers;Eintracht Frankfurt;?
SSC Neapel;Eintracht Frankfurt;8687;Damir Stojak;23;fwd;NA;0;1998;0;1;NA;SSC Neapel;Eintracht Frankfurt;Leihe
Eintracht Frankfurt;Eintracht Frankfurt;8688;Alexander Lorenz;19;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt U19;Eintracht Frankfurt;-
Eintracht Frankfurt;Eintracht Frankfurt;8689;Michael Eckhardt;19;gkp;NA;0;1998;0;0;NA;Eintracht Frankfurt U19;Eintracht Frankfurt;-
Stuttgarter Kickers;Eintracht Frankfurt;8690;Patrick Glöckner;21;mid;NA;0;1998;1;0;NA;Stuttgarter Kickers;Eintracht Frankfurt;Leih-Ende30.06.1998
Eintracht Frankfurt;SSC Neapel;8691;Thorsten Flick;22;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt;SSC Neapel;ablösefrei
Eintracht Frankfurt;SV Meppen;8692;Sead Mehic;23;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt;SV Meppen;ablösefrei
Eintracht Frankfurt;FC Grenchen 15;8693;Renato Levy;20;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt;FC Grenchen 15;ablösefrei
Eintracht Frankfurt;FC St. Pauli;8694;Dirk Wolf;25;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt;FC St. Pauli;ablösefrei
Eintracht Frankfurt;SV Wehen;8695;Oliver Bunzenthal;25;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt;SV Wehen;ablösefrei
Eintracht Frankfurt;SV Darmstadt 98;8696;Oscar Corrochano;21;mid;NA;0;1998;0;0;NA;Eintracht Frankfurt;SV Darmstadt 98;ablösefrei
Eintracht Frankfurt;FSV Zwickau;8697;René Beuchel;24;mid;NA;NA;1998;0;0;NA;Eintracht Frankfurt;FSV Zwickau;?
Eintracht Frankfurt;Kocaelispor;8698;Jonathan Sawieh;23;fwd;NA;NA;1998;0;0;NA;Eintracht Frankfurt;Kocaelispor;?
Eintracht Frankfurt;FC Lausanne-Sport;8699;Urs Güntensperger;30;fwd;NA;NA;1998;0;0;NA;Eintracht Frankfurt;FC Lausanne-Sport;?
Eintracht Frankfurt;Eintracht Frankfurt;8700;Nduka Anyanwu;18;def;NA;0;1998;0;0;NA;Eintracht Frankfurt;Eintracht Frankfurt II;-
Bayer 04 Leverkusen;Borussia Mönchengladbach;8701;Markus Feldhoff;23;fwd;NA;1400000;1998;0;0;NA;Bayer 04 Leverkusen;Borussia Mönchengladbach;1,40 Mio. €
1.FC Köln;Borussia Mönchengladbach;8702;Toni Polster;34;fwd;NA;1000000;1998;0;0;NA;1.FC Köln;Borussia Mönchengladbach;1,00 Mio. €
VfB Stuttgart;Borussia Mönchengladbach;8703;Matthias Hagner;23;mid;NA;750000;1998;0;0;NA;VfB Stuttgart;Borussia Mönchengladbach;750 Tsd. €
Levski Sofia;Borussia Mönchengladbach;8704;Vladimir Ivanov;25;def;NA;500000;1998;0;0;NA;Levski Sofia;Borussia Mönchengladbach;500 Tsd. €
SK Slavia Prag;Borussia Mönchengladbach;8705;Sladjan Asanin;26;def;NA;250000;1998;0;0;NA;SK Slavia Prag;Borussia Mönchengladbach;250 Tsd. €
FC Bayern München;Borussia Mönchengladbach;8706;Berkant Göktan;18;fwd;NA;0;1998;0;1;NA;FC Bayern München;Borussia Mönchengladbach;Leihe
Bayer 04 Leverkusen;Borussia Mönchengladbach;8707;Jörg Schmadtke;34;gkp;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;Borussia Mönchengladbach;ablösefrei
SpVgg Greuther Fürth;Borussia Mönchengladbach;8708;Max Eberl;25;def;NA;0;1998;0;0;NA;SpVgg Greuther Fürth;Borussia Mönchengladbach;ablösefrei
NK Zagreb;Borussia Mönchengladbach;8709;Zeljko Sopic;23;mid;NA;NA;1998;0;0;NA;NK Zagreb;Borussia Mönchengladbach;?
MSV Duisburg;Borussia Mönchengladbach;8710;Markus Reiter;21;def;NA;NA;1998;0;0;NA;MSV Duisburg;Borussia Mönchengladbach;?
SC Freiburg;Borussia Mönchengladbach;8711;Michael Frontzeck;34;def;NA;NA;1998;0;0;NA;SC Freiburg;Borussia Mönchengladbach;?
Borussia Mönchengladbach;Borussia Mönchengladbach;8712;Sebastian Deisler;18;mid;NA;0;1998;0;0;NA;Borussia Mönchengladbach U19;Borussia Mönchengladbach;-
Borussia Mönchengladbach;FC Bayern München;8713;Stefan Effenberg;29;mid;NA;4250000;1998;0;0;NA;Borussia Mönchengladbach;FC Bayern München;4,25 Mio. €
Borussia Mönchengladbach;VfL Wolfsburg;8714;Andrzej Juskowiak;27;fwd;NA;1250000;1998;0;0;NA;Borussia Mönchengladbach;VfL Wolfsburg;1,25 Mio. €
Borussia Mönchengladbach;Dinamo Bukarest;8715;Ioan Lupescu;29;mid;NA;200000;1998;0;0;NA;Borussia Mönchengladbach;Dinamo Bukarest;200 Tsd. €
Borussia Mönchengladbach;MSV Duisburg;8716;Thomas Hoersen;26;def;NA;0;1998;0;0;NA;Borussia Mönchengladbach;MSV Duisburg;ablösefrei
Borussia Mönchengladbach;Olympique Lyon;8717;Hubert Fournier;30;def;NA;NA;1998;0;0;NA;Borussia Mönchengladbach;Olympique Lyon;?
Borussia Mönchengladbach;RC Straßburg Alsace;8718;Per Pedersen;29;fwd;NA;NA;1998;0;0;NA;Borussia Mönchengladbach;RC Straßburg Alsace;?
Borussia Mönchengladbach;Karriereende;8719;Thomas Kastenmaier;32;def;NA;0;1998;0;0;NA;Borussia Mönchengladbach;Karriereende;-
Borussia Mönchengladbach;Karriereende;8720;Christian Hochstätter;34;mid;NA;0;1998;0;0;NA;Borussia Mönchengladbach;Karriereende;-
Borussia Mönchengladbach;Karriereende;8721;Jörg Schmadtke;34;gkp;NA;0;1998;0;0;NA;Borussia Mönchengladbach;Karriereende;-
MSV Duisburg;Borussia Dortmund;8722;Bachirou Salou;27;fwd;NA;4200000;1998;0;0;NA;MSV Duisburg;Borussia Dortmund;4,20 Mio. €
Milan AC;Borussia Dortmund;8723;Jens Lehmann;29;gkp;NA;4000000;1998;0;0;NA;Milan AC;Borussia Dortmund;4,00 Mio. €
Clube Atlético Mineiro;Borussia Dortmund;8724;Dedê;20;def;NA;3300000;1998;0;0;NA;Clube Atlético Mineiro;Borussia Dortmund;3,30 Mio. €
FC Hansa Rostock;Borussia Dortmund;8725;Sergej Barbarez;26;fwd;NA;1100000;1998;0;0;NA;FC Hansa Rostock;Borussia Dortmund;1,10 Mio. €
1.FC Köln;Borussia Dortmund;8726;Karsten Baumann;28;def;NA;1000000;1998;0;0;NA;1.FC Köln;Borussia Dortmund;1,00 Mio. €
TSV 1860 München;Borussia Dortmund;8727;Miroslav Stevic;28;mid;NA;800000;1998;0;0;NA;TSV 1860 München;Borussia Dortmund;800 Tsd. €
Urawa Red Diamonds;Borussia Dortmund;8728;Alfred Nijhuis;32;def;NA;500000;1998;0;0;NA;Urawa Red Diamonds;Borussia Dortmund;500 Tsd. €
Karlsruher SC;Borussia Dortmund;8729;Thomas Hengen;23;def;NA;0;1998;0;0;NA;Karlsruher SC;Borussia Dortmund;ablösefrei
Karlsruher SC;Borussia Dortmund;8730;Thomas Häßler;32;mid;NA;0;1998;0;0;NA;Karlsruher SC;Borussia Dortmund;ablösefrei
FC Bayern München;Borussia Dortmund;8731;Christian Nerlinger;25;mid;NA;0;1998;0;0;NA;FC Bayern München;Borussia Dortmund;ablösefrei
Botafogo Rio de Janeiro;Borussia Dortmund;8732;Júlio César;35;def;NA;0;1998;1;0;NA;Botafogo Rio de Janeiro;Borussia Dortmund;Leih-Ende01.11.1998
FC Utrecht;Borussia Dortmund;8733;Scott Booth;26;fwd;NA;0;1998;1;0;NA;FC Utrecht;Borussia Dortmund;Leih-Ende30.06.1998
Borussia Dortmund;AC Florenz;8734;Jörg Heinrich;28;def;NA;12600000;1998;0;0;NA;Borussia Dortmund;AC Florenz;12,60 Mio. €
Borussia Dortmund;Tottenham Hotspur;8735;Steffen Freund;28;mid;NA;1130000;1998;0;0;NA;Borussia Dortmund;Tottenham Hotspur;1,13 Mio. €
Borussia Dortmund;Glasgow Rangers;8736;Stefan Klos;27;gkp;NA;1030000;1998;0;0;NA;Borussia Dortmund;Glasgow Rangers;1,03 Mio. €
Borussia Dortmund;Botafogo Rio de Janeiro;8737;Júlio César;35;def;NA;250000;1998;0;1;250000;Borussia Dortmund;Botafogo Rio de Janeiro;Leihgebühr:250 Tsd. €
Borussia Dortmund;SC Fortuna Köln;8738;Jovan Kirovski;22;fwd;NA;50000;1998;0;1;50000;Borussia Dortmund;SC Fortuna Köln;Leihgebühr:50 Tsd. €
Borussia Dortmund;1.FC Nürnberg;8739;Knut Reinhardt;30;mid;NA;0;1998;0;0;NA;Borussia Dortmund;1.FC Nürnberg;ablösefrei
Borussia Dortmund;IFK Göteborg;8740;Steinar Pedersen;23;def;NA;NA;1998;0;0;NA;Borussia Dortmund;IFK Göteborg;?
Borussia Dortmund;Panathinaikos Athen;8741;Júlio César;35;def;NA;NA;1998;0;0;NA;Borussia Dortmund;Panathinaikos Athen;?
Borussia Dortmund;Vitesse Arnheim;8742;Scott Booth;26;fwd;NA;NA;1998;0;0;NA;Borussia Dortmund;Vitesse Arnheim;?
Borussia Dortmund;Karriereende;8743;Michael Zorc;35;mid;NA;0;1998;0;0;NA;Borussia Dortmund;Karriereende;-
Borussia Dortmund;Karriereende;8744;Matthias Sammer;30;mid;NA;0;1998;0;0;NA;Borussia Dortmund;Karriereende;-
Real Madrid;Bayer 04 Leverkusen;8745;Zé Roberto;23;mid;NA;7000000;1998;0;0;NA;Real Madrid;Bayer 04 Leverkusen;7,00 Mio. €
FC Gütersloh;Bayer 04 Leverkusen;8746;Adam Matysek;29;gkp;NA;1000000;1998;0;0;NA;FC Gütersloh;Bayer 04 Leverkusen;1,00 Mio. €
VfL Bochum;Bayer 04 Leverkusen;8747;Zoran Mamic;26;def;NA;800000;1998;0;0;NA;VfL Bochum;Bayer 04 Leverkusen;800 Tsd. €
Arminia Bielefeld;Bayer 04 Leverkusen;8748;Jörg Reeb;26;mid;NA;0;1998;0;0;NA;Arminia Bielefeld;Bayer 04 Leverkusen;ablösefrei
Jomo Cosmos;Bayer 04 Leverkusen;8749;Aaron Mokoena;17;def;NA;0;1998;0;0;NA;Jomo Cosmos;Bayer 04 Leverkusen;ablösefrei
Esteghlal FC;Bayer 04 Leverkusen;8750;Dariush Yazdani;21;mid;NA;NA;1998;0;0;NA;Esteghlal FC;Bayer 04 Leverkusen;?
Tampa Bay Mutiny;Bayer 04 Leverkusen;8751;Frankie Hejduk;23;def;NA;NA;1998;0;0;NA;Tampa Bay Mutiny;Bayer 04 Leverkusen;?
Esteghlal FC;Bayer 04 Leverkusen;8752;Mehdi Pashazadeh;24;def;NA;NA;1998;0;0;NA;Esteghlal FC;Bayer 04 Leverkusen;?
Bayer 04 Leverkusen;Borussia Mönchengladbach;8753;Markus Feldhoff;23;fwd;NA;1400000;1998;0;0;NA;Bayer 04 Leverkusen;Borussia Mönchengladbach;1,40 Mio. €
Bayer 04 Leverkusen;Fortuna Düsseldorf;8754;Thorsten Nehrbauer;20;mid;NA;100000;1998;0;0;NA;Bayer 04 Leverkusen;Fortuna Düsseldorf;100 Tsd. €
Bayer 04 Leverkusen;1.FC Köln;8755;Dirk Lottner;26;mid;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;1.FC Köln;ablösefrei
Bayer 04 Leverkusen;FC Paris Saint-Germain;8756;Christian Wörns;26;def;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;FC Paris Saint-Germain;ablösefrei
Bayer 04 Leverkusen;Rot-Weiß Erfurt;8757;Sebastian Helbig;21;fwd;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;Rot-Weiß Erfurt;ablösefrei
Bayer 04 Leverkusen;Jeunesse Esch;8758;Manuel Cardoni;25;mid;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;Jeunesse Esch;ablösefrei
Bayer 04 Leverkusen;Borussia Mönchengladbach;8759;Jörg Schmadtke;34;gkp;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;Borussia Mönchengladbach;ablösefrei
Bayer 04 Leverkusen;Fortuna Düsseldorf;8760;Andreas Gellert;17;mid;NA;0;1998;0;0;NA;Bayer 04 Leverkusen;Fortuna Düsseldorf;ablösefrei
Bayer 04 Leverkusen;MSV Duisburg;8761;Martin Frydek;29;mid;NA;NA;1998;0;0;NA;Bayer 04 Leverkusen;MSV Duisburg;?
Bayer 04 Leverkusen;Fortuna Düsseldorf;8762;Daniel Addo;21;mid;NA;NA;1998;0;0;NA;Bayer 04 Leverkusen;Fortuna Düsseldorf;?
1.FC Kaiserslautern;1.FC Nürnberg;8763;Pavel Kuka;29;fwd;NA;1750000;1998;0;0;NA;1.FC Kaiserslautern;1.FC Nürnberg;1,75 Mio. €
Karpaty Lviv;1.FC Nürnberg;8764;Andriy Polunin;27;mid;NA;500000;1998;0;0;NA;Karpaty Lviv;1.FC Nürnberg;500 Tsd. €
